# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = fastbreak_model
# start_datetime = 2025-10-05 00:42:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = sine_data.json
# init = 2 (Default)
# random
#   seed = 3103514897 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,psi.1,psi.2,psi.3,psi.4
# Adaptation terminated
# Step size = 0.0171387
# Diagonal elements of inverse mass matrix:
# 0.00238716, 0.158083, 0.857078, 0.987253, 0.2091, 0.280006, 0.632137, 0.00120071, 0.00116149, 0.00131869, 0.00236363
-121.29712,0.99111566,0.017138713,8,255,0,126.44254,1.0953051,-0.41258162,9.426932,-17.532625,16.607871,-16.021183,13.291814,0.75336886,2.3953049,3.8924327,5.4426515
-123.87783,0.93276222,0.017138713,8,255,0,127.78141,0.91824436,-0.9213333,10.076122,-18.076859,15.580003,-15.417822,13.036479,0.74777608,2.3517784,3.9554588,5.4338484
-120.41378,0.93499913,0.017138713,8,255,0,129.76168,0.9833148,-0.057611508,8.6836108,-16.990493,16.574587,-15.427473,11.810325,0.75939807,2.3431329,3.8746091,5.437302
-120.65844,0.98596138,0.017138713,7,255,0,126.54732,1.0560249,0.10077342,8.6640296,-16.660381,15.820568,-15.510586,12.445903,0.75520698,2.3662196,3.938605,5.4367129
-120.37257,0.93038474,0.017138713,5,63,0,123.1115,1.0630474,0.075967248,8.7179872,-16.649605,15.78442,-15.427916,12.475161,0.75040648,2.3692914,3.9302433,5.4284077
-124.03179,0.9959447,0.017138713,7,127,0,125.92357,1.0397468,-0.90309717,9.0050793,-16.670095,15.663927,-15.549905,11.59197,0.78593147,2.3895902,3.9156989,5.3959301
-126.92195,0.96549026,0.017138713,8,255,0,130.29214,1.0176518,0.23596091,9.1570117,-16.840912,15.858168,-15.64097,13.724443,0.70530875,2.392282,3.8920305,5.493063
-124.53652,0.98294013,0.017138713,7,127,0,130.72323,0.99049281,-0.76389568,9.0780631,-16.622582,15.820303,-15.996884,14.265646,0.76347996,2.4145977,3.9154895,5.4426889
-125.41949,0.94915961,0.017138713,8,255,0,129.5047,1.0672171,0.44907423,8.1768471,-16.034768,16.061522,-16.285778,13.582724,0.73063422,2.3764988,3.9362294,5.3828833
-123.47727,0.96749524,0.017138713,8,255,0,131.8425,0.99713745,0.15750928,6.8241877,-14.487904,16.601764,-15.794966,12.70673,0.82412549,2.4306661,3.8261351,5.471922
-119.70025,0.99969799,0.017138713,8,255,0,127.68868,1.0288484,-0.059249111,7.7393586,-16.054768,15.74706,-15.750064,12.35333,0.82675936,2.3284086,3.9652921,5.3313078
-120.9533,0.86653749,0.017138713,8,255,0,122.70571,1.0475226,0.27245087,7.5200534,-16.134372,16.066157,-15.366244,12.001478,0.8075913,2.2988436,3.9468193,5.347117
-121.26749,1,0.017138713,8,255,0,127.70761,1.0027269,0.15397328,8.0833007,-16.129237,16.582981,-16.459662,13.709813,0.76594315,2.3863378,3.9119125,5.4075959
-119.46323,0.904822,0.017138713,7,255,0,126.65028,0.98399739,-0.27286331,8.7878004,-17.050359,16.655056,-15.513984,12.482784,0.77815201,2.35958,3.853745,5.4764553
-118.79654,0.97323362,0.017138713,8,255,0,122.19865,1.0240279,0.52418873,6.9005323,-14.940373,15.85014,-16.011076,13.034985,0.80998446,2.3451263,3.9424476,5.3865684
-119.11314,0.97749324,0.017138713,8,255,0,124.02439,0.98155255,0.14771105,7.3274095,-16.314692,16.810329,-15.629317,12.811596,0.86011393,2.3224861,3.9527089,5.4245138
-122.76382,0.84385438,0.017138713,8,255,0,125.35183,1.0605453,0.68798695,6.5789009,-15.564602,16.244402,-15.53489,12.521461,0.86547993,2.2958137,3.9940926,5.366235
-122.4504,0.96085956,0.017138713,7,127,0,124.47835,1.0822295,0.19188681,6.7150746,-15.555341,16.195513,-15.595844,12.466581,0.88455815,2.3022995,3.9853165,5.377575
-125.06904,0.91569172,0.017138713,8,255,0,127.56569,1.053257,0.099683613,6.8415949,-15.625845,16.141826,-15.353665,12.652558,0.89785868,2.3198067,3.9636594,5.3393462
-121.42239,0.99377422,0.017138713,8,255,0,131.17752,0.94434412,0.33815408,6.9143797,-15.649212,16.569248,-15.229818,11.484419,0.85715322,2.3120939,3.9048394,5.4329699
-123.3816,0.99355094,0.017138713,8,255,0,125.85416,1.0863037,1.0337804,5.9175619,-14.136086,15.780833,-15.318023,13.633854,0.8645935,2.3560882,3.948879,5.4607283
-123.26849,0.99339723,0.017138713,8,511,0,126.75789,0.95606768,-0.59259645,9.2409677,-17.700131,16.693049,-15.832055,11.914898,0.7646828,2.3323253,3.8998052,5.381465
-121.93754,0.95173567,0.017138713,8,255,0,128.24624,0.9678159,-0.24552181,8.4672188,-16.874886,16.336737,-16.317226,12.064956,0.79922663,2.3287497,3.9424137,5.3357302
-120.81274,0.94089314,0.017138713,5,63,0,127.16622,0.96407127,-0.14814911,8.1124467,-16.585386,16.480676,-16.122516,12.4429,0.8062468,2.3518982,3.9503302,5.3385583
-120.61919,0.95286805,0.017138713,8,255,0,124.1693,1.0903419,0.19071404,7.8510042,-16.263033,16.248689,-15.797452,13.60374,0.79621185,2.3217242,3.9131571,5.4103796
-119.09466,0.91242867,0.017138713,7,255,0,125.9429,1.0645625,0.052303818,7.8080082,-16.293196,16.131107,-15.382789,13.182619,0.81941881,2.3439657,3.9590108,5.4425498
-119.43848,0.99700609,0.017138713,7,255,0,121.0736,1.0515841,-0.19814087,8.0447825,-16.433601,16.14675,-15.399009,13.419636,0.80539236,2.3255581,3.9429742,5.4764231
-118.31272,0.9264853,0.017138713,8,255,0,122.40819,0.96042271,0.58523371,6.5161671,-15.068319,16.401202,-15.391285,12.444808,0.85611746,2.3320129,3.9262292,5.4293912
-119.64014,0.97279792,0.017138713,8,383,0,122.18288,1.0558047,0.16401058,7.8174522,-16.742035,17.052612,-15.77765,13.271273,0.83000909,2.3212151,3.9030539,5.4302236
-120.04301,0.99723529,0.017138713,8,255,0,123.86557,0.96709415,0.1906559,6.7972064,-15.309046,16.171405,-14.90204,13.142505,0.87349796,2.329548,3.8998675,5.4651086
-122.13594,0.93789562,0.017138713,8,255,0,127.07302,1.069425,0.75795944,5.9345829,-14.428811,16.464953,-16.210539,12.560476,0.88321156,2.3649299,3.9638838,5.3468035
-123.84457,0.98418333,0.017138713,8,255,0,128.29737,0.99265252,0.21083728,7.5409275,-15.26182,15.694177,-15.030613,12.771607,0.77922638,2.3522004,3.8413194,5.4581423
-122.93799,0.97447095,0.017138713,7,255,0,128.92219,0.98994887,-0.20264427,7.7233975,-15.606038,15.719383,-15.540265,13.535165,0.81445172,2.3565728,3.8899169,5.4141329
-126.02564,0.94514419,0.017138713,8,255,0,131.83584,1.0368763,-0.27704679,9.6033918,-18.618966,17.303017,-15.674283,14.083148,0.77382272,2.3180602,3.8771404,5.5154313
-123.56315,0.73348412,0.017138713,8,511,0,133.6215,0.97251643,-0.17375741,7.4835562,-16.061012,16.979164,-15.510233,12.942961,0.8651622,2.3606275,3.8752007,5.5104106
-124.7518,0.95066706,0.017138713,8,255,0,133.01345,1.0967218,-0.15845788,8.6163832,-17.602842,16.135685,-14.755365,13.344749,0.79204162,2.2594451,3.9794828,5.4694763
-120.8812,0.93054645,0.017138713,8,255,0,127.9018,0.92479745,0.25157374,7.1564673,-15.363479,16.543614,-16.111086,12.780018,0.82224096,2.3817945,3.932323,5.4423714
-121.71757,0.92926116,0.017138713,8,255,0,125.18083,1.0388471,-0.043409276,7.94004,-16.18165,16.334017,-15.256728,11.55226,0.80291218,2.3762945,3.922012,5.4340444
-121.7486,0.77283852,0.017138713,6,95,0,126.36174,1.0264189,0.027374204,8.0155455,-16.216658,16.146121,-15.391851,11.987111,0.79998361,2.3510314,3.8791946,5.4226829
-118.82258,0.9770072,0.017138713,7,191,0,123.24739,0.98836456,0.074419658,7.890374,-16.463306,16.595328,-15.476581,12.856763,0.81233707,2.3304305,3.8966628,5.4156068
-119.87524,0.98370841,0.017138713,7,255,0,125.95746,0.95050265,-0.30254972,7.8659749,-16.455836,16.805331,-16.033117,13.466525,0.83292135,2.3454735,3.9140136,5.4216264
-121.37164,0.82426641,0.017138713,8,255,0,125.9564,1.0795964,0.18451396,7.6299204,-15.235471,15.252216,-15.108522,12.49721,0.76505749,2.3579715,3.9086135,5.4209421
-124.13089,0.93093337,0.017138713,6,63,0,126.71505,1.1029859,-0.077801677,8.1990179,-15.956778,15.396122,-15.202953,12.570071,0.7742362,2.3467823,3.8999062,5.3782197
-121.41602,0.99380942,0.017138713,8,255,0,127.13933,0.92756237,0.40248942,7.2309731,-15.672847,16.775325,-15.755469,13.178552,0.83019851,2.3609031,3.8654129,5.4198258
-122.52518,0.7480147,0.017138713,8,255,0,127.71315,1.0549065,0.19877736,8.0960806,-16.051333,16.175281,-15.716398,12.599042,0.78500439,2.4072881,3.9304548,5.4606494
-119.972,0.99851138,0.017138713,6,95,0,126.39693,1.0856373,0.22259505,7.8809745,-15.764874,16.107482,-15.896601,12.835276,0.7684335,2.3698479,3.8916503,5.4049242
-120.16763,0.99167966,0.017138713,7,255,0,125.65329,0.9747237,0.35017864,7.9014306,-15.959065,15.70269,-14.82771,12.057449,0.7699086,2.3455412,3.9021158,5.4261203
-119.83392,0.78592583,0.017138713,8,255,0,124.53542,1.009954,-0.41575473,8.2562233,-16.886183,16.642889,-15.243767,12.821507,0.83899196,2.3435414,3.8905571,5.4507955
-121.39311,0.99938924,0.017138713,8,255,0,124.36035,1.0235346,0.0072078422,8.5981572,-17.223015,16.432009,-15.870641,12.863778,0.78772281,2.324671,3.9331627,5.3413942
-120.11338,0.88554873,0.017138713,5,31,0,124.29534,1.0149824,-0.024740445,8.6485867,-17.200585,16.341311,-16.019111,12.782046,0.79334366,2.34068,3.9598713,5.3837122
-119.35422,0.9168158,0.017138713,8,255,0,121.82818,0.96914378,-0.2181124,7.9021981,-15.918684,16.144049,-15.346003,12.13891,0.80032599,2.3694176,3.8817646,5.4328015
-118.27016,0.99521861,0.017138713,8,255,0,121.69873,1.0414947,0.48536012,6.7985385,-15.212169,16.304226,-15.975109,13.565744,0.83385383,2.3320458,3.9383641,5.4227387
-118.42118,0.93655516,0.017138713,7,255,0,123.17612,1.0233518,0.55925178,7.0759848,-15.689334,16.452157,-15.586273,13.622869,0.82357487,2.3260537,3.9329229,5.4325929
-119.37747,0.99987191,0.017138713,8,319,0,121.00992,1.0078468,-0.040937897,7.2807733,-15.273486,15.863866,-15.724398,13.786628,0.82958066,2.3757044,3.9501807,5.4513364
-119.26833,0.9781018,0.017138713,8,255,0,122.8391,0.95853072,0.26856563,7.9395476,-16.127874,16.356151,-15.240185,11.945147,0.78519427,2.3681346,3.8728213,5.4504448
-119.63048,0.76669957,0.017138713,8,511,0,123.96427,0.92610995,0.20994502,7.7857539,-16.224403,16.329395,-15.194741,11.934915,0.80799672,2.3362999,3.9084289,5.4357399
-123.61147,0.83474077,0.017138713,7,255,0,130.65861,1.0165453,-0.28458096,8.9899334,-16.856892,15.839048,-15.57207,13.127277,0.75149818,2.3496494,3.887003,5.402029
-120.96442,0.92897778,0.017138713,6,127,0,130.42337,1.0431163,-0.50915379,9.697419,-17.425812,15.719039,-15.639109,12.850797,0.72794891,2.3897455,3.9232061,5.440395
-118.75945,0.87627031,0.017138713,7,255,0,125.16076,0.99843662,-0.29597742,8.1928509,-16.511902,16.986371,-16.066174,12.55315,0.80741423,2.3812916,3.8682571,5.4320918
-121.61511,0.68471671,0.017138713,7,127,0,127.86248,0.95621381,-0.064658342,8.6189987,-16.685082,16.945539,-16.281857,12.64296,0.76721859,2.4085436,3.8562494,5.4055667
-122.21386,0.99763544,0.017138713,6,63,0,124.05277,0.95390797,-0.16932189,8.4995367,-16.395432,16.863599,-16.524965,12.680862,0.7602847,2.4015852,3.8578886,5.450788
-120.46079,0.99996373,0.017138713,7,127,0,125.10507,1.0418738,-0.2198924,8.4693477,-16.588881,16.75683,-15.963921,13.06202,0.77700016,2.3959219,3.8876131,5.484663
-122.77109,0.93028214,0.017138713,5,63,0,124.58793,1.0445118,-0.33508776,8.5857388,-16.662459,16.69697,-16.025279,12.993229,0.77603649,2.357405,3.8470969,5.4580344
-130.56229,0.77118637,0.017138713,7,127,0,133.32494,1.1096051,-0.22234685,8.6274225,-16.488171,16.251792,-15.110423,13.368455,0.73397044,2.3743894,3.8494904,5.540457
-123.49074,0.9935396,0.017138713,7,127,0,132.58102,1.0299776,-0.19778367,8.0665402,-15.444877,15.848988,-15.472531,12.530007,0.74751302,2.402352,3.8587119,5.4710569
-121.53259,0.97428357,0.017138713,8,255,0,126.23484,1.0076182,-0.11197347,8.8499844,-17.278716,16.237141,-15.457799,11.47426,0.78699107,2.3386602,3.9133601,5.3758983
-124.0227,0.99608697,0.017138713,8,255,0,126.80078,1.0695298,-0.49097129,8.9529712,-17.199614,16.554707,-15.590623,14.363632,0.80191754,2.3896211,3.8941409,5.5454403
-119.87984,0.9797914,0.017138713,8,255,0,132.58415,1.0135161,0.3551825,6.7851259,-14.869686,15.984488,-16.072751,11.776629,0.83422919,2.3731544,3.9545992,5.3235764
-119.18157,0.98063687,0.017138713,8,255,0,128.01164,1.0460897,-0.2085251,7.7686993,-16.256058,16.373711,-15.271832,13.656931,0.84017407,2.3468123,3.9111842,5.4880502
-120.661,0.9847223,0.017138713,8,255,0,124.98792,0.99237919,-0.42159538,8.8664319,-16.661851,15.721265,-16.200791,12.137254,0.7703443,2.3932623,3.9498751,5.3205163
-117.8079,0.99105981,0.017138713,8,255,0,124.73409,1.0187017,0.061309334,7.6761129,-16.007186,16.314661,-15.831666,13.519893,0.80940262,2.3316117,3.9151474,5.4366079
-118.58769,0.80567968,0.017138713,8,255,0,121.21002,0.97608314,0.13560777,7.7020072,-16.203328,16.538219,-15.418777,12.223023,0.80530442,2.3292496,3.8867729,5.4286442
-118.89055,0.67435215,0.017138713,8,255,0,123.79703,0.98953803,0.22721765,7.2649634,-15.244985,15.670929,-15.119925,12.030532,0.80287595,2.3504966,3.9180074,5.427199
-118.26407,0.98239805,0.017138713,7,255,0,121.27968,1.0100655,-0.097942136,8.4702026,-16.819834,16.25511,-15.609817,12.868352,0.77980995,2.3290502,3.9247881,5.4243597
-119.31197,0.88810566,0.017138713,8,511,0,123.23646,1.0031571,0.065426442,7.5855746,-15.621909,15.82196,-15.948915,13.407524,0.81820124,2.3790864,3.9716636,5.4097791
-120.60556,0.98654046,0.017138713,8,511,0,123.31603,1.0029243,0.045614666,8.8507835,-17.138309,15.716051,-14.940062,12.886211,0.76091111,2.3222153,3.9277712,5.4245506
-124.23989,0.94963643,0.017138713,8,255,0,128.55248,1.0246491,-0.90855102,9.4009799,-17.837767,16.568315,-16.200384,13.757491,0.78914764,2.329046,3.9019089,5.4228951
-122.84447,0.99459107,0.017138713,8,255,0,129.92673,1.068065,0.52224448,7.2319519,-15.108513,16.046697,-16.278832,11.483218,0.77679589,2.3636893,3.9096751,5.3264257
-121.07131,0.99907669,0.017138713,8,255,0,131.41499,1.047226,0.68411928,6.7566685,-14.563358,15.780605,-15.562072,11.701756,0.80899589,2.3977836,3.9309375,5.3796999
-119.24633,0.928204,0.017138713,8,255,0,123.2779,0.97292445,0.40761087,6.8381841,-14.755893,15.924194,-15.393335,11.890437,0.81152492,2.3653336,3.9097219,5.4409295
-119.7314,0.98755269,0.017138713,8,255,0,124.4303,1.0061632,-0.37721814,8.5531859,-16.55841,16.511672,-16.384636,13.985022,0.78390673,2.3853136,3.8956191,5.454394
-118.69225,0.66635563,0.017138713,8,255,0,123.18369,1.0004412,0.072718544,8.4072966,-16.274509,16.071465,-15.705881,13.050798,0.75328438,2.3771108,3.8993759,5.4666182
-121.28639,0.96723143,0.017138713,7,127,0,124.13972,0.96041512,0.027310402,8.585971,-16.403617,16.176978,-15.715934,13.487813,0.74342056,2.3989524,3.8864734,5.4555874
-120.49447,0.99964678,0.017138713,8,511,0,127.32036,0.99866744,0.34001789,6.7915632,-14.915083,16.683621,-15.655768,11.946745,0.85185503,2.3961798,3.8449573,5.4533006
-119.52686,0.96393289,0.017138713,8,255,0,123.46091,1.0263298,0.16549625,6.8558309,-15.16627,16.274755,-15.895882,13.221267,0.84819327,2.3563275,3.9325242,5.3848438
-119.97168,0.98616482,0.017138713,5,63,0,122.46528,1.0290963,0.22817554,7.0077754,-15.310217,16.2296,-15.969996,12.966173,0.8483318,2.3667088,3.9607106,5.4295187
-118.92105,0.88466447,0.017138713,6,127,0,125.34827,1.00245,0.56923567,6.638993,-15.100157,16.183359,-15.540321,12.414189,0.84436608,2.3254323,3.9226893,5.4021509
-120.18355,0.99876145,0.017138713,8,511,0,123.17466,1.0098063,0.155685,7.5834884,-16.680755,17.182232,-16.124803,13.031136,0.85272197,2.3134516,3.9225696,5.4108419
-121.92903,0.95793397,0.017138713,8,511,0,129.0485,1.0381786,0.31540581,6.2476905,-14.837066,16.404754,-15.007317,13.002131,0.8841312,2.3294897,3.8978377,5.4458924
-123.18651,0.85076141,0.017138713,7,255,0,127.20178,1.042489,0.31071584,6.2477492,-14.817968,16.394152,-14.980112,13.0159,0.88311213,2.3301357,3.8951293,5.43873
-123.79257,0.97231166,0.017138713,8,255,0,127.92506,0.99528338,0.12799807,7.368518,-15.880099,17.162794,-15.949288,11.397646,0.81424886,2.3616069,3.8772084,5.4041225
-121.56236,0.87716842,0.017138713,8,255,0,127.67299,1.053291,0.36920797,6.8411221,-14.760991,16.479544,-15.88264,14.109401,0.81963126,2.4079807,3.8967836,5.5224925
-122.28072,0.58367246,0.017138713,6,95,0,129.38499,1.0572531,0.46329464,6.6554376,-14.580617,16.502246,-15.951243,14.397131,0.80921323,2.3831455,3.8664781,5.4991911
-122.30629,0.9887924,0.017138713,8,255,0,127.39706,0.97293892,-0.45034371,8.9431713,-16.988708,15.678595,-15.531603,11.205435,0.77282373,2.3433784,3.9520399,5.3644265
-127.04292,0.845267,0.017138713,8,255,0,131.32834,0.94799171,-0.19152949,8.5555317,-17.328363,15.901755,-15.068837,11.510902,0.81406098,2.3070017,3.9686967,5.2992879
-122.57716,0.99418083,0.017138713,8,255,0,132.50362,0.96717617,-0.15097321,8.4377044,-17.510669,16.662085,-15.63585,11.873836,0.80957271,2.2843873,3.9530128,5.3534405
-120.68154,0.75961903,0.017138713,8,255,0,128.41956,0.98254716,0.15175995,6.7732344,-15.312809,15.910546,-15.465236,13.718292,0.86140822,2.3064561,3.966254,5.4101163
-125.82688,0.99977766,0.017138713,8,255,0,128.89908,1.1322021,1.1290578,5.6166868,-14.004953,15.973415,-15.150401,13.591587,0.86116969,2.3325999,3.9569458,5.5111329
-123.17702,0.95963167,0.017138713,8,255,0,135.42572,1.0980414,0.90934536,5.881634,-14.777719,16.62837,-15.337776,12.361066,0.90634377,2.3219933,3.907526,5.3982628
-122.89491,0.96116921,0.017138713,8,511,0,133.32809,1.0333982,0.14698164,7.3621198,-15.224182,16.368366,-16.857804,13.625839,0.82168051,2.4336706,3.9376031,5.3732185
-118.78588,0.99916231,0.017138713,7,191,0,129.07035,1.0301266,-0.092859902,7.7210202,-15.655739,16.18493,-15.841148,12.393553,0.79961718,2.3744098,3.9028806,5.4409544
-119.64767,0.98992582,0.017138713,8,255,0,121.51275,1.0173346,0.15910944,8.1199762,-16.379235,15.996823,-14.92854,11.792129,0.79008956,2.3541259,3.9073638,5.4118096
-121.74321,0.92245906,0.017138713,8,255,0,126.92163,1.0160843,0.16254101,7.0318829,-15.662041,16.265994,-15.046937,13.413375,0.8404701,2.2933617,3.921664,5.5067161
-119.78493,0.82601645,0.017138713,6,63,0,128.68072,1.0258237,0.25365291,7.3182951,-16.175205,16.386288,-14.997413,13.585459,0.85300378,2.3165309,3.9310829,5.4694816
-120.94947,0.99238386,0.017138713,8,255,0,126.48155,0.97383568,0.13446013,8.5300406,-16.594984,15.725975,-15.593773,12.558069,0.75794775,2.3622533,3.9505478,5.375601
-126.5207,0.73230682,0.017138713,8,255,0,130.96513,0.99629111,0.27528367,8.1194345,-15.911993,15.220354,-14.792745,11.843274,0.73418483,2.3379644,3.9344751,5.4457825
-122.91224,0.99998037,0.017138713,8,255,0,126.5027,0.99218036,0.28110514,8.2727167,-16.101816,15.202281,-14.677528,11.952186,0.73563455,2.3301608,3.9258465,5.4331111
-120.04308,0.87649601,0.017138713,7,127,0,128.17741,1.0105179,0.089802146,7.9736862,-15.974327,15.254382,-14.783374,12.46663,0.78664511,2.3364602,3.9563362,5.4116676
-118.45135,0.63670425,0.017138713,8,255,0,125.78181,1.0677339,0.035389178,8.0304698,-15.980164,16.0991,-15.469224,13.070856,0.78008388,2.3775284,3.8918937,5.4707753
-119.38732,0.98044642,0.017138713,8,255,0,123.17421,0.97606864,0.046987817,8.0331776,-16.301966,16.848381,-16.363848,12.204277,0.80716573,2.3959535,3.8919677,5.3637267
-120.83534,0.97530191,0.017138713,8,255,0,125.84299,1.0348819,-0.45850897,9.0584426,-17.163885,15.592549,-14.899585,13.225394,0.7798976,2.3567788,3.9472952,5.4635244
-124.69797,0.88960258,0.017138713,8,255,0,128.70015,1.0528365,-0.45581871,9.4716212,-17.92292,15.495427,-14.715977,12.830706,0.74487204,2.2639261,3.9701252,5.4352319
-121.84588,0.98617717,0.017138713,8,255,0,127.3762,1.0152109,-0.578298,8.6550278,-17.106703,15.650121,-14.618083,12.447247,0.81821762,2.3030857,3.9335626,5.4359949
-120.35352,0.99914618,0.017138713,7,127,0,126.14346,1.0629367,-0.22846644,7.9096118,-16.223581,15.506374,-14.696157,13.113725,0.81800414,2.3080161,3.9557978,5.4580511
-122.98676,0.95812029,0.017138713,8,255,0,125.68796,1.069151,-0.14963898,8.4747051,-16.732569,15.385123,-14.785678,14.756339,0.7928602,2.319528,3.9680639,5.4934243
-124.17132,0.98278441,0.017138713,8,255,0,130.16895,1.1101861,0.0029234859,7.6013355,-15.386052,15.145022,-15.09185,14.761878,0.78405838,2.3269853,3.943082,5.4795181
-124.27131,0.97166293,0.017138713,8,255,0,127.6238,1.0533596,0.050621145,8.2725004,-16.27152,15.249711,-14.775568,15.245489,0.76920351,2.3253332,3.9432686,5.4948685
-120.36129,0.99319944,0.017138713,8,255,0,128.79114,1.030821,-0.40497131,8.0639785,-16.349577,16.710582,-15.605581,12.052592,0.81308393,2.3538627,3.859746,5.4357712
-121.41195,0.94821818,0.017138713,8,255,0,124.77611,1.0588764,0.32806639,7.6770047,-15.852967,15.805048,-14.734974,11.849802,0.77370699,2.3144339,3.9071795,5.4487711
-123.2008,0.98273034,0.017138713,8,255,0,128.84329,0.99101498,-0.10855297,7.3659647,-15.674939,16.39486,-15.243419,12.552135,0.86348034,2.3634564,3.8556222,5.4440143
-121.88287,0.97304526,0.017138713,8,255,0,129.90581,0.96873312,0.83363696,6.5130321,-15.212191,16.187023,-14.854935,11.374198,0.84517692,2.3159761,3.9379833,5.3952538
-122.96586,0.98220666,0.017138713,7,127,0,126.00848,0.95869941,-0.055845913,6.8939298,-15.205632,15.839942,-15.328685,11.531571,0.86947139,2.3273707,3.9328616,5.355406
-127.70358,0.9131876,0.017138713,8,255,0,132.0134,1.1138153,1.0698026,6.1767375,-14.853154,16.37233,-16.488603,12.28937,0.8286482,2.2950989,3.9674377,5.2513555
-125.19616,0.99603798,0.017138713,5,63,0,130.50929,1.0998889,1.0175619,6.2923261,-14.981734,16.32146,-16.342179,12.367178,0.8353842,2.3160065,3.9747102,5.2688771
-125.87441,0.61565011,0.017138713,8,255,0,133.9831,0.99210708,0.31801783,6.5266164,-15.203238,17.172697,-16.32523,13.278612,0.87660787,2.370423,3.9040214,5.453165
-123.001,0.99805552,0.017138713,8,511,0,130.65866,1.034118,0.19875136,7.6334873,-16.601968,16.578188,-14.716516,14.47874,0.83533652,2.2964551,3.923849,5.5404756
-121.72301,0.94914998,0.017138713,8,255,0,126.48395,0.98594541,0.44902667,6.9675196,-15.294519,16.135205,-15.930408,11.405776,0.82690848,2.3315864,3.9286943,5.2710088
-119.91933,0.99994505,0.017138713,7,255,0,127.55563,1.0053564,0.64409427,6.4839167,-14.928479,16.159719,-15.955113,12.76755,0.85241578,2.3350156,3.9723251,5.3860523
-118.03678,0.97654607,0.017138713,8,255,0,122.97271,0.99312911,0.080044187,7.7553141,-16.022575,16.282141,-15.803573,12.855131,0.81626262,2.364239,3.9369578,5.4374108
-118.04043,0.89742862,0.017138713,7,191,0,120.81402,1.0012796,0.12901945,7.5807872,-15.952324,16.238656,-15.874973,13.473303,0.81792492,2.3430164,3.9273489,5.4105683
-117.57175,0.96415902,0.017138713,7,255,0,121.03969,1.0071019,0.16400335,7.4695069,-15.943068,16.47457,-15.918378,13.570799,0.81556256,2.3338,3.930853,5.421187
-120.80564,0.99415943,0.017138713,8,255,0,122.93921,1.0378625,0.57704441,6.321409,-14.834714,16.537477,-16.327615,13.31098,0.87745156,2.3652289,3.9655325,5.3965612
-117.46921,0.86353672,0.017138713,8,511,0,123.86125,0.9677145,0.080885357,7.669879,-16.306929,16.643568,-15.672505,13.233857,0.82764803,2.3346388,3.9099223,5.41754
-119.0514,0.94123666,0.017138713,8,255,0,120.98282,1.039285,0.17835503,7.8760514,-15.993326,15.73648,-15.103285,12.405094,0.78255364,2.3428589,3.9325908,5.4029213
-125.23929,0.95718132,0.017138713,7,255,0,133.26377,1.0302709,-0.22039379,7.8378847,-17.172467,17.237755,-15.735494,15.126536,0.87665006,2.3179366,3.9491143,5.5084696
-122.42556,0.87706168,0.017138713,8,255,0,134.56204,0.95748524,0.53134602,6.7062494,-14.781017,16.029263,-15.583143,15.156602,0.81368327,2.3512858,3.9163803,5.4893501
-120.9448,0.98710184,0.017138713,8,255,0,127.5803,1.0802952,0.2526493,7.4937493,-16.144508,16.053461,-15.220037,11.579279,0.82312385,2.2962989,3.9479792,5.3379471
-121.88781,0.98549178,0.017138713,8,255,0,125.94527,0.99280515,0.33543066,6.9169285,-14.603591,15.255978,-15.075294,11.149658,0.80014882,2.3481099,3.920455,5.3666701
-125.72328,0.99857607,0.017138713,7,127,0,127.74098,0.94587197,0.40382617,6.6728827,-14.14202,15.220477,-15.44744,11.30373,0.81659019,2.3980356,3.9160832,5.3201998
-125.08742,0.71998755,0.017138713,7,127,0,133.56793,0.9514553,0.40002995,6.7249856,-14.143997,15.201361,-15.523932,11.46442,0.8148513,2.4057235,3.9416651,5.3603514
-121.49112,0.99310382,0.017138713,8,255,0,129.00717,0.99929773,0.75869502,7.078721,-15.588423,16.521921,-15.308503,11.63502,0.80639254,2.3376037,3.9034323,5.4023176
-120.63466,0.94835269,0.017138713,7,127,0,124.32987,0.9721289,-0.087276063,7.2785335,-15.460429,16.404503,-16.051493,12.040174,0.85229681,2.3903491,3.9155974,5.3549465
