# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = fastbreak_model
# start_datetime = 2025-10-05 00:42:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = sine_data.json
# init = 2 (Default)
# random
#   seed = 3103514897 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,psi.1,psi.2,psi.3,psi.4
# Adaptation terminated
# Step size = 0.0171387
# Diagonal elements of inverse mass matrix:
# 0.00238716, 0.158083, 0.857078, 0.987253, 0.2091, 0.280006, 0.632137, 0.00120071, 0.00116149, 0.00131869, 0.00236363
-124.33204,0.91401269,0.017138713,7,127,0,127.25265,0.90195048,0.86116361,7.055136,-15.501256,16.447842,-15.579529,12.734448,0.80823639,2.3474177,3.9029015,5.4432059
-123.4376,0.91340529,0.017138713,8,255,0,130.72195,1.0557666,0.040246065,7.4234959,-15.067249,16.280706,-16.934779,13.110057,0.81570644,2.4306965,3.9178405,5.378358
-122.43669,0.91701163,0.017138713,8,255,0,128.77926,0.98726265,-0.046834587,8.1064612,-16.565678,16.067915,-14.575289,13.423262,0.80211376,2.3098157,3.8826743,5.4756147
-122.4656,0.99995813,0.017138713,8,511,0,129.18703,1.0040916,0.030124424,7.8543599,-16.264108,15.766422,-14.447968,12.881351,0.81656474,2.3221263,3.9456917,5.5298987
-120.46111,0.79063758,0.017138713,7,159,0,126.86065,1.0641427,0.078624845,7.6527635,-15.842727,16.192134,-16.020502,12.005934,0.81659003,2.3498834,3.9214384,5.3507755
-119.23618,0.99664397,0.017138713,8,255,0,122.80792,1.0412281,0.087110438,7.2790898,-15.552752,16.164998,-15.957198,13.502051,0.83463345,2.3507991,3.9248319,5.3962754
-123.55674,0.63745637,0.017138713,8,255,0,127.73301,1.0900299,0.33185842,7.3066181,-15.5129,16.183704,-16.557907,13.742845,0.81318747,2.3632071,3.9496607,5.3798293
-125.07769,0.97392543,0.017138713,7,127,0,127.49692,1.095274,0.23651879,7.2789141,-15.425045,16.199461,-16.70745,14.008183,0.81731824,2.3877103,3.9728779,5.3840709
-123.19676,0.9559968,0.017138713,8,255,0,129.0598,0.95985933,0.12799347,7.2729587,-15.820333,16.008879,-14.449746,11.780305,0.85120819,2.3219339,3.8885908,5.4342956
-122.15596,0.9412519,0.017138713,8,255,0,128.0248,1.0688953,-0.041480104,7.8439738,-16.752301,16.50125,-15.841754,13.332596,0.82810108,2.3011731,3.9754229,5.415317
-120.62593,0.92379456,0.017138713,8,255,0,127.87252,0.96486564,0.20505921,7.4032372,-16.429981,17.136523,-15.342657,13.250097,0.86312297,2.3369639,3.897613,5.4755967
-120.3528,0.99965155,0.017138713,8,255,0,122.14891,1.0378808,0.21573955,8.1121825,-15.772847,15.550723,-15.834917,12.370556,0.75992498,2.3921809,3.93611,5.356589
-123.29926,0.96705523,0.017138713,8,255,0,127.74327,0.98149132,0.33298085,7.5469453,-14.9851,15.101749,-14.711472,12.284494,0.7719225,2.3916849,3.8980435,5.4463494
-123.03038,0.77333314,0.017138713,8,255,0,131.87316,1.0443799,0.015429049,7.3108855,-16.152222,16.612508,-15.424652,14.569832,0.83846297,2.2997892,3.9312943,5.4828208
-119.79271,0.94255894,0.017138713,8,255,0,127.19538,1.0003351,0.065428267,7.4834498,-16.292503,16.587131,-15.211625,12.330566,0.85273855,2.3389512,3.9272141,5.4262402
-118.04947,0.99994091,0.017138713,8,255,0,122.30546,1.0040068,0.23852298,7.3834155,-15.230859,16.076971,-15.856657,13.055468,0.78758908,2.381401,3.9147299,5.4487173
-118.40638,0.99045662,0.017138713,8,255,0,120.69752,1.0530626,0.30483952,7.2268809,-15.549618,16.60854,-15.748661,12.371853,0.83328,2.3701962,3.8794379,5.4141625
-118.75797,0.95189643,0.017138713,8,255,0,121.98356,0.96268591,0.36622468,7.2279629,-15.574395,16.288752,-15.740974,13.089873,0.82892569,2.3698753,3.9462372,5.435898
-119.73041,0.77372736,0.017138713,7,191,0,123.7024,1.0472047,0.47850362,7.0530892,-15.559884,16.419858,-15.301075,13.203181,0.827135,2.333155,3.921128,5.4653181
-117.52389,0.94779846,0.017138713,6,127,0,123.02835,0.98349076,0.3455024,7.0267753,-15.609292,16.608089,-15.51248,13.240204,0.84492354,2.3481975,3.9193636,5.4665961
-121.57609,0.88640597,0.017138713,8,255,0,125.48309,1.0517142,-0.092859379,7.2220668,-15.436811,17.028448,-16.24524,12.694905,0.84737489,2.4061386,3.8734183,5.4569723
-123.65719,0.98037815,0.017138713,8,255,0,130.17714,1.0870717,-0.057799211,7.9848914,-16.627737,17.055385,-15.445113,12.418577,0.84109113,2.3881254,3.8768452,5.4885547
-120.67155,0.99095317,0.017138713,8,255,0,126.58952,1.0640735,-0.072579856,8.2643986,-17.021378,16.643573,-15.381453,14.051625,0.81547019,2.32053,3.8943475,5.4546558
-120.36669,0.8538597,0.017138713,5,31,0,123.25947,1.0623447,-0.049305673,8.2787102,-17.009656,16.658207,-15.460634,14.014666,0.81796944,2.3233174,3.9040566,5.4769568
-119.93647,0.9205487,0.017138713,7,255,0,128.90603,0.9617994,0.25355269,7.140548,-15.323362,16.098952,-15.320807,11.889415,0.83859686,2.3766407,3.9079642,5.3890918
-122.8566,0.70351713,0.017138713,7,255,0,128.59721,0.97137526,0.6027747,6.9803033,-15.586016,16.756902,-15.776591,11.752362,0.8281615,2.3300821,3.912759,5.4306822
-126.02315,0.99896598,0.017138713,7,255,0,129.77326,1.1425763,0.10543984,6.6613493,-14.442063,15.693829,-16.005053,14.269605,0.83059306,2.3593019,3.9237928,5.4276822
-123.22382,0.9561244,0.017138713,8,255,0,130.38645,1.0385738,0.14735742,8.4479121,-16.652018,15.74829,-14.875323,13.427784,0.74415055,2.3036666,3.9072601,5.4741543
-122.99282,0.98662419,0.017138713,8,511,0,127.45283,1.0285236,0.16898741,6.8163226,-14.31597,15.744431,-15.700161,13.723783,0.79923292,2.4018807,3.8967004,5.4684979
-121.73709,0.98789696,0.017138713,8,255,0,126.46447,1.0062712,1.016522,6.4036702,-14.824975,16.098057,-15.356494,12.735693,0.84197357,2.3482945,3.9315307,5.4286778
-122.58521,0.7279656,0.017138713,7,127,0,127.436,1.0267604,0.36337042,5.9883416,-13.944272,15.953061,-15.78735,12.888752,0.88253719,2.3718601,3.926125,5.4133075
-123.34634,0.87414669,0.017138713,7,127,0,129.54424,0.95625492,0.66594599,7.2669446,-15.895023,16.377966,-15.446306,11.47839,0.7966712,2.3051406,3.9378931,5.3837394
-126.39052,0.8672469,0.017138713,7,127,0,130.93275,1.0688919,0.30883401,6.4164163,-14.486929,16.642763,-17.139786,13.42597,0.87696232,2.4224032,3.9430886,5.3315604
-125.6682,0.99385997,0.017138713,7,127,0,128.90773,1.0642129,0.33376084,6.4370678,-14.58273,16.874908,-17.393615,13.363076,0.85079992,2.3797072,3.9074564,5.3438559
-119.25044,0.88605133,0.017138713,8,255,0,128.91948,1.0176247,0.52079844,6.9674805,-15.806512,16.762263,-15.496853,13.312327,0.84198697,2.3045111,3.8944063,5.4423442
-123.44277,0.90832546,0.017138713,8,255,0,128.43408,0.965861,-0.22425301,8.0350034,-16.370189,17.198663,-16.912364,13.630232,0.82988013,2.3908111,3.8780475,5.4157994
-125.98141,0.84277757,0.017138713,8,255,0,130.54114,1.0895884,0.51778655,7.2606691,-15.03842,15.311793,-14.645747,10.264578,0.78367682,2.3530032,3.9213357,5.4086396
-122.4063,0.99138305,0.017138713,7,255,0,129.50121,1.1062096,0.48893696,6.9018588,-14.841496,15.863034,-15.190634,11.261088,0.82875802,2.3866112,3.9065249,5.4149949
-123.7767,0.93419101,0.017138713,8,255,0,126.9106,0.92140559,0.32373214,6.793576,-15.35854,16.816776,-16.132304,14.108673,0.87146294,2.3751913,3.943082,5.4661256
-125.92693,0.98277313,0.017138713,7,127,0,132.55671,0.87795437,0.2468728,6.6408785,-15.026228,16.49714,-16.143351,14.667486,0.86566717,2.3620353,3.9416862,5.475773
-120.20297,0.99144576,0.017138713,7,127,0,132.18675,0.97292532,0.4340568,6.4254797,-14.97277,16.804904,-16.483132,14.009434,0.86946716,2.3522605,3.9261424,5.4029054
-119.92494,0.95633318,0.017138713,8,255,0,126.59533,1.0444094,0.6317282,6.1416843,-14.709443,16.747198,-15.627521,12.464309,0.87677506,2.362091,3.9028122,5.4143136
-118.64317,0.98146521,0.017138713,8,255,0,122.81804,0.98237424,0.089545655,7.2742123,-15.764956,16.05186,-15.2758,12.502544,0.853455,2.3258757,3.9362786,5.4195483
-118.98965,0.96197715,0.017138713,7,127,0,120.5732,0.97923833,-0.064834333,7.5898734,-16.453564,16.520833,-15.078272,12.614583,0.84557111,2.3081104,3.9228413,5.4273502
-123.90678,0.96131263,0.017138713,8,255,0,127.45407,1.0342689,0.14512143,7.5175733,-15.920157,15.861543,-14.649834,14.616652,0.81046294,2.3205332,3.930341,5.4983575
-122.75384,0.49838213,0.017138713,6,63,0,130.85461,1.0226058,0.081966405,7.7264773,-15.885296,15.651031,-14.797944,14.542633,0.8082129,2.3206228,3.9152855,5.5111087
-121.83937,0.99783219,0.017138713,7,255,0,130.43135,1.0570834,0.64080672,7.3351795,-15.463847,15.946814,-15.242654,12.932326,0.77855756,2.3460999,3.8947807,5.4346535
-120.25741,0.98323355,0.017138713,8,351,0,126.54609,1.05713,0.43408224,7.1500154,-15.252785,15.917639,-15.128587,12.708958,0.79558717,2.3525926,3.9288068,5.4802303
-126.69479,0.69055278,0.017138713,8,255,0,129.83981,1.0578461,0.27865427,8.0249359,-15.807286,15.493027,-14.633294,11.665592,0.77996101,2.3836048,3.9037887,5.4433197
-123.20994,0.993656,0.017138713,7,255,0,130.73732,1.0719554,0.027447769,7.501153,-15.386209,15.866581,-15.824439,12.187164,0.78760741,2.3567925,3.9197905,5.4086545
-120.75582,0.97841916,0.017138713,8,255,0,125.92562,0.97423983,-0.18442225,8.2127752,-16.664045,16.198854,-15.696688,13.995199,0.81056432,2.3444948,3.9427364,5.447614
-120.67519,0.98148011,0.017138713,8,255,0,127.83799,0.98493852,-0.6006966,9.8715766,-18.21922,16.146155,-15.049399,13.196289,0.75147174,2.3402519,3.9085045,5.4703364
-122.48405,0.90815967,0.017138713,8,255,0,126.64434,0.95331378,-0.71741599,9.7557755,-18.235978,16.477621,-15.445455,13.670018,0.76867617,2.3315301,3.9028263,5.5030981
-118.9494,0.9755934,0.017138713,8,255,0,128.35381,0.99456898,-0.22130918,8.4641443,-16.241929,15.527968,-15.607866,13.383166,0.77012062,2.3603411,3.9353749,5.4379989
-124.72479,0.67974107,0.017138713,7,127,0,126.87788,0.96462859,0.31316756,7.7870473,-15.817205,15.482845,-15.909481,14.289454,0.77837733,2.3260703,3.991136,5.4101753
-121.2684,0.98687904,0.017138713,8,255,0,127.25511,1.0482747,0.0052502017,7.5474728,-15.960089,16.080958,-16.031186,11.681597,0.83871957,2.3436631,3.959115,5.3123193
-123.04595,0.99837455,0.017138713,8,255,0,126.35264,1.0562486,0.3193698,7.455941,-15.789135,16.387387,-15.282015,11.81017,0.80606719,2.3317305,3.8948805,5.4826686
-124.66077,0.98301492,0.017138713,8,255,0,130.17763,1.0105953,0.0018489531,7.3850053,-15.626277,17.214832,-16.020501,12.912817,0.84936011,2.4197942,3.8177436,5.4506299
-123.47533,0.97190756,0.017138713,8,255,0,130.33127,1.0822229,0.17787466,8.1123847,-16.5576,16.957227,-15.180994,10.918609,0.79659861,2.3667709,3.8332031,5.4343464
-122.45388,0.97089832,0.017138713,8,255,0,129.23682,1.01529,0.14536831,7.8955101,-16.300885,16.736234,-15.139782,11.877043,0.79686645,2.357651,3.8777963,5.5010085
-122.14355,0.70206002,0.017138713,8,255,0,128.24024,0.99423574,0.45658554,6.7848026,-14.888798,16.30895,-15.789209,12.911585,0.82598934,2.3493772,3.8810189,5.4055472
-124.82611,0.99228667,0.017138713,7,255,0,130.82703,0.98356531,0.23637441,8.3070664,-16.949026,16.892093,-15.672104,11.61214,0.77826003,2.3525096,3.9063657,5.4326694
-124.86213,0.97897203,0.017138713,8,255,0,129.4525,0.93649567,-0.19322664,7.8460866,-15.279356,15.69267,-15.888465,13.469477,0.78979078,2.4156562,3.9153966,5.4563515
-122.87546,0.99761885,0.017138713,8,255,0,130.94614,0.9042553,0.42905727,7.3520251,-15.248844,15.754848,-15.383964,11.770852,0.77708132,2.3616298,3.9094839,5.3743373
-120.86993,0.93128642,0.017138713,8,255,0,125.55722,1.0493213,0.11683671,7.3481773,-15.859502,16.483986,-16.03561,14.448205,0.84577985,2.3344099,3.9318133,5.4509535
-119.02068,0.99837883,0.017138713,8,255,0,127.36767,1.0540617,0.063810541,7.4094764,-16.015912,16.525859,-15.887965,14.305268,0.84981864,2.341533,3.9357518,5.4455662
-120.1271,0.98542174,0.017138713,8,255,0,123.17544,0.964477,0.36482303,6.6242107,-15.293824,16.822345,-16.196967,14.446361,0.86994781,2.3397937,3.9209,5.4480093
-120.28836,0.99991378,0.017138713,8,255,0,123.52593,1.053923,0.26405644,6.6860336,-14.973812,15.657633,-14.862129,11.787416,0.85078492,2.3186399,3.9366875,5.3961005
-121.39418,0.98071108,0.017138713,8,255,0,124.19925,1.0402835,0.22123402,7.3427938,-15.832537,15.565784,-14.85236,12.325949,0.81503602,2.284871,3.9704214,5.3723971
-119.66422,0.922986,0.017138713,8,255,0,127.50075,1.0091263,-0.68421938,9.523077,-17.755233,16.293644,-15.445249,12.667085,0.76829177,2.3473779,3.8942973,5.4501029
-120.3904,0.88331459,0.017138713,8,255,0,124.95064,0.97335147,-0.27926858,8.5850574,-16.972443,16.462521,-15.602378,13.36958,0.7736552,2.3247415,3.8962704,5.4573128
-118.92552,0.97771144,0.017138713,8,255,0,124.95162,1.0011476,0.04936481,8.2707509,-16.682736,16.261537,-15.668929,14.013289,0.79446204,2.3446331,3.9305114,5.4271664
-119.77258,0.90163728,0.017138713,8,255,0,122.08183,1.0623203,-0.093562379,8.1255739,-16.323636,16.500357,-15.918018,12.269432,0.81137156,2.3848323,3.892959,5.3801157
-122.85107,0.96179809,0.017138713,8,255,0,126.66934,0.9604535,0.68565189,5.8585158,-14.298072,16.144534,-15.358903,13.542786,0.90634131,2.3497386,3.9259406,5.4363571
-124.13852,0.83200894,0.017138713,8,511,0,129.31234,1.1088387,-0.18997246,8.6398668,-17.123917,15.789713,-15.310226,12.775333,0.7746812,2.2923568,3.9797798,5.4338982
-122.61733,0.99636733,0.017138713,7,127,0,127.50372,1.0790736,-0.51574511,8.5925822,-16.936559,15.63807,-15.081334,12.965628,0.80786415,2.307898,3.9454893,5.3834176
-122.91442,0.9345397,0.017138713,8,255,0,128.78621,0.96728287,-0.57926683,9.8216342,-18.398761,16.848753,-15.96592,13.383605,0.75599028,2.3542651,3.9147671,5.4282817
-120.97519,0.78019856,0.017138713,7,127,0,126.17403,0.96017503,-0.68480888,9.4746912,-17.933394,16.859038,-15.976849,13.158356,0.77776719,2.3557415,3.8954306,5.4654996
-122.42086,0.67324882,0.017138713,7,127,0,128.07339,0.95872945,-0.75999193,9.5508924,-17.935377,16.76561,-16.050915,13.048671,0.78654517,2.3706328,3.8994717,5.4606445
-121.0673,0.99898082,0.017138713,8,255,0,126.46758,1.0832186,-0.36998255,8.4209712,-16.139819,15.426335,-15.486389,12.463637,0.7758407,2.3598728,3.9318182,5.4191521
-119.89232,0.9991253,0.017138713,8,255,0,126.68341,1.0229452,0.31516792,7.7593893,-16.178253,16.731132,-15.515122,13.746341,0.79919948,2.3597249,3.8658177,5.4748336
-119.26792,0.99541016,0.017138713,8,255,0,121.7721,1.0237123,0.024216595,7.8697518,-16.095573,16.659653,-16.082899,13.856656,0.79626413,2.3586722,3.8748338,5.4428753
-122.02857,0.80100572,0.017138713,8,255,0,126.30853,0.90950121,-0.052980269,7.9989304,-16.521894,16.046109,-15.2496,12.599695,0.80492437,2.3055682,3.9388646,5.4359456
-121.12456,0.87146662,0.017138713,8,511,0,127.67855,1.0752345,0.5074938,6.3567691,-14.714248,16.740399,-16.016338,12.326704,0.87591968,2.3952341,3.9130398,5.4259309
-121.41146,0.99713811,0.017138713,8,255,0,126.814,0.97202641,-0.69516936,9.5707136,-17.288306,16.146296,-16.018277,12.98332,0.74611824,2.3980843,3.8774158,5.4420674
-121.4994,0.9684313,0.017138713,8,255,0,126.51144,1.0016837,-0.57634322,9.1135678,-17.372051,16.722344,-16.324149,12.85687,0.76509285,2.3621721,3.906507,5.3953966
-121.80015,0.75124394,0.017138713,6,95,0,126.28404,1.0122718,-0.54667777,9.1127716,-17.404074,16.715132,-16.247215,12.792695,0.76773314,2.3514857,3.8896976,5.3728133
-118.79246,0.97583079,0.017138713,7,255,0,124.86356,0.96117663,0.21036371,7.7182649,-15.612579,15.941107,-15.403276,13.402966,0.78641325,2.3841671,3.8955678,5.4626259
-122.72695,0.96486904,0.017138713,8,255,0,125.88043,1.059476,-0.1823283,7.9050827,-16.789312,16.521736,-16.086565,12.005571,0.83617878,2.2847599,3.9515147,5.2858995
-121.84447,0.9932561,0.017138713,8,511,0,128.60217,0.97974821,0.255161,6.748886,-14.30812,16.01264,-16.096387,13.022322,0.81593459,2.3978381,3.8688077,5.4208843
-120.38107,0.9391517,0.017138713,8,255,0,129.91711,0.98688792,0.55658724,7.1248548,-15.160264,16.292276,-16.194168,12.07255,0.81124985,2.3847027,3.8982664,5.3406128
-120.38814,0.99773164,0.017138713,8,255,0,123.18236,1.0461037,0.54446049,6.5106934,-14.536522,16.403056,-16.164603,12.376352,0.82845851,2.3661413,3.8856115,5.3980629
-119.76006,0.78517056,0.017138713,8,255,0,130.2389,1.074219,-0.13102079,8.5517504,-16.78616,16.184225,-15.737348,14.35769,0.77854482,2.3584966,3.9390216,5.4719655
-122.37851,0.95215056,0.017138713,8,255,0,124.39245,1.0996062,-0.81441733,9.7194347,-17.870741,15.958083,-15.826428,14.051752,0.76073938,2.3459565,3.934299,5.429413
-125.72842,0.8259099,0.017138713,8,255,0,130.47557,1.1140739,-1.0482196,10.579707,-18.720103,16.148953,-15.62989,14.450166,0.74515834,2.3605543,3.8993907,5.4753115
-121.16683,0.99388351,0.017138713,8,255,0,127.98044,0.93618753,-0.56160301,9.759984,-17.992308,16.072467,-15.527445,13.665102,0.74933806,2.3459,3.9279111,5.467675
-123.04033,0.98562142,0.017138713,8,255,0,128.62521,1.1121269,0.43819969,6.9534064,-14.36208,15.538797,-15.866192,11.428663,0.78137075,2.4082085,3.9116812,5.3486422
-123.05889,0.98157604,0.017138713,8,255,0,129.59877,0.94690737,0.32191281,7.4971648,-15.348551,16.488923,-16.038864,11.087103,0.76899881,2.3917877,3.87697,5.3881362
-120.82568,0.95321651,0.017138713,7,127,0,128.57359,0.96890367,0.35800068,7.6537216,-15.568125,16.18283,-15.587972,11.396101,0.79104525,2.4027102,3.8850517,5.405425
-122.02301,0.87480285,0.017138713,8,255,0,128.663,1.0222102,0.20768907,7.2274886,-15.168266,16.252855,-16.380215,11.289154,0.8231637,2.4117083,3.9299486,5.3265583
-119.53645,0.99896345,0.017138713,8,255,0,126.04514,1.0302116,0.54754721,7.1022601,-15.185949,16.036054,-14.982832,12.560404,0.80100523,2.3482695,3.8690655,5.4600439
-122.7231,0.98493054,0.017138713,8,255,0,126.11155,1.1112666,0.83039921,5.8993258,-13.845545,16.24975,-15.501712,13.414912,0.84222967,2.3933546,3.8857951,5.4770054
-125.20324,0.98774731,0.017138713,8,255,0,131.72879,1.1208615,0.86390977,6.2610577,-14.587404,15.52039,-14.706301,11.458595,0.84949267,2.3148317,3.960863,5.4193993
-120.78607,0.92678965,0.017138713,8,255,0,128.08147,1.0383049,1.0028583,5.6453192,-14.04026,15.975289,-14.888089,12.209208,0.86503729,2.3237484,3.9294346,5.4550825
-121.82932,0.92436254,0.017138713,8,511,0,126.41865,0.98785492,0.13661155,8.6070588,-17.185168,16.812748,-16.169355,14.101298,0.76725115,2.3474232,3.926523,5.4506819
-120.01149,0.99948564,0.017138713,7,127,0,125.97248,0.98610283,-0.18579275,8.3052906,-16.298907,15.914766,-15.656,14.380548,0.79113388,2.3594416,3.915123,5.4768998
-119.44112,0.94795194,0.017138713,8,255,0,123.75371,1.0251934,0.18071499,7.0861669,-15.153987,16.647246,-16.184921,11.671912,0.82979747,2.402837,3.8880799,5.3763182
-119.68646,0.94439076,0.017138713,8,511,0,124.84207,1.0059054,0.17386786,6.9064073,-15.093861,16.681923,-16.084217,11.916679,0.85199139,2.3812457,3.8689781,5.3807914
-119.44155,0.9030021,0.017138713,8,255,0,124.67941,1.0623889,-0.16915573,7.9101323,-16.111475,15.643662,-15.091294,13.63096,0.81556012,2.3249764,3.9346728,5.452122
-121.64195,0.99270313,0.017138713,8,255,0,123.53886,0.96440835,0.18728458,7.1250661,-15.336911,16.656833,-16.211625,12.051971,0.83329705,2.3789649,3.8817369,5.3273456
-121.99203,0.94703903,0.017138713,8,255,0,127.58041,1.0698172,-0.60856007,9.5725577,-17.836654,16.352438,-15.816593,12.802374,0.75142246,2.3466502,3.90033,5.3803665
-119.6475,0.98557502,0.017138713,7,191,0,128.80394,0.97842994,0.28359613,8.1412698,-16.587037,16.270438,-15.661946,13.093939,0.77239778,2.327224,3.9405284,5.4387511
-120.86057,0.9972132,0.017138713,8,255,0,124.71718,0.93125131,0.15656177,7.1820039,-15.192287,15.731461,-16.092943,13.063291,0.81082483,2.336008,3.954067,5.3601196
-122.97374,0.99963937,0.017138713,8,255,0,126.32714,1.123719,0.62007525,6.6434862,-14.974711,15.882159,-15.306558,12.236259,0.8503849,2.3575216,3.9569397,5.3756247
-124.76529,0.99580652,0.017138713,8,255,0,133.12782,1.0016305,0.8585748,6.1137625,-14.723831,16.766393,-15.320883,10.636755,0.88796043,2.3642653,3.8713332,5.37269
-123.72538,0.99029849,0.017138713,8,511,0,136.92726,1.0589718,-0.35723327,9.1230615,-16.894381,15.940062,-15.877524,14.78973,0.75460793,2.4109757,3.9222577,5.4594248
-123.24354,0.87223815,0.017138713,8,511,0,129.12836,1.053436,0.45279777,6.2476363,-15.116586,16.596828,-15.495205,11.356037,0.8886124,2.298538,3.9266343,5.3893913
-124.9874,0.94778249,0.017138713,8,255,0,127.85884,1.0546245,0.56705245,6.1686382,-15.543503,17.01096,-15.871119,12.992407,0.90193865,2.2572514,3.9549272,5.3977193
-127.12636,0.86381881,0.017138713,8,255,0,131.055,1.0753649,0.44664451,6.008376,-15.311296,17.003121,-15.92365,13.031979,0.90372265,2.2578082,3.9326104,5.3840286
-121.72941,0.93280226,0.017138713,8,255,0,133.17386,0.95144241,0.2564533,7.069239,-14.848958,16.086387,-15.473006,12.738466,0.79244097,2.3736661,3.8771908,5.4621244
-122.80945,0.99304491,0.017138713,8,255,0,126.18453,1.0804604,-0.46927448,8.8163564,-16.960026,16.242911,-16.277288,12.552496,0.78954441,2.3492118,3.9123488,5.356803
-120.03261,0.99805059,0.017138713,5,31,0,124.57465,1.0752314,-0.45276728,8.720205,-16.954552,16.308208,-16.192512,12.60918,0.78568437,2.3498997,3.9195402,5.3577649
-118.0496,0.99988499,0.017138713,8,255,0,124.17689,0.9932388,0.2259843,7.2684342,-15.454555,15.981735,-15.124508,13.163644,0.82767912,2.3584364,3.9101348,5.4778797
-119.36036,0.95789303,0.017138713,8,255,0,124.81311,1.0031449,-0.18872595,8.5216077,-17.101495,16.177332,-15.299626,14.134777,0.80600638,2.3213557,3.929637,5.4676703
-121.02993,0.8164265,0.017138713,8,255,0,124.23692,1.0495156,0.27788574,7.9444177,-16.598429,16.483924,-15.609096,14.060309,0.80150926,2.3239427,3.9182646,5.4640519
-121.191,0.84817581,0.017138713,8,255,0,125.82911,1.0078609,-0.21712313,7.7806207,-15.780082,15.683008,-15.869521,13.173778,0.81558767,2.3569843,3.9737748,5.3825751
-117.92161,0.98022747,0.017138713,7,255,0,123.63898,1.0468553,-0.10364962,7.8660801,-16.130808,16.220486,-15.942549,13.477025,0.81021924,2.3497958,3.942579,5.4194185
-120.94749,0.90272151,0.017138713,7,127,0,123.00433,1.1307317,-0.063355873,8.1537363,-16.563135,16.758248,-15.994314,13.372564,0.7994518,2.3630895,3.9086087,5.4510047
-117.76472,0.99704314,0.017138713,8,255,0,124.6548,0.95908974,0.34453442,7.3349026,-15.689879,15.994286,-15.403417,12.334945,0.8164012,2.3325494,3.9482561,5.4123054
-120.51451,0.9785606,0.017138713,8,255,0,122.57577,0.99753674,-0.16605114,7.7481579,-16.760717,16.767867,-14.807908,12.942879,0.86126924,2.3146369,3.899237,5.4889347
-123.12991,0.99199903,0.017138713,8,255,0,128.03231,0.94924902,-0.1337508,8.485998,-17.561169,16.81876,-15.458091,12.141242,0.83397851,2.329385,3.938894,5.3803041
-120.68848,0.99000832,0.017138713,5,63,0,129.98275,0.95709114,-0.22744436,8.195434,-17.112698,16.647535,-15.612836,11.890877,0.8228611,2.2904131,3.9253698,5.3658532
-124.16095,0.80340064,0.017138713,8,255,0,129.21698,1.0898784,0.55920908,6.6632276,-14.159059,15.512984,-15.712089,14.782546,0.78184897,2.3904527,3.9322503,5.5065254
-126.27829,0.74817323,0.017138713,8,255,0,130.88231,1.0957706,0.6025079,6.7354678,-14.219441,15.512381,-15.775201,14.865615,0.79321441,2.4079289,3.9514844,5.525954
-126.05215,0.99686041,0.017138713,8,255,0,134.26547,0.97117603,0.53108759,6.9292198,-15.734125,16.970909,-16.072749,15.497999,0.85420486,2.3242623,3.8963715,5.4972142
-125.8444,0.98853522,0.017138713,5,31,0,128.90984,0.97019116,0.43962325,6.5199659,-15.34606,17.078812,-15.920327,15.315664,0.86675257,2.344602,3.9324946,5.512879
-121.37275,0.63590124,0.017138713,8,255,0,135.97164,1.0804731,0.20746257,7.1186501,-15.867109,17.191987,-16.105226,13.665781,0.86560121,2.3587724,3.8755615,5.435621
-119.02885,0.90634784,0.017138713,8,255,0,126.00104,1.0386134,0.13764271,7.6575268,-16.379487,16.66255,-15.889221,13.322108,0.83210977,2.3264797,3.9172337,5.4215137
-120.5902,0.99922945,0.017138713,7,255,0,126.69188,0.97526268,0.065193206,7.2249982,-16.110661,17.08698,-15.787705,13.128607,0.87087225,2.3450799,3.9246405,5.4690822
-118.96428,0.995208,0.017138713,8,255,0,122.86877,1.0358592,0.60198539,6.3479471,-14.833861,16.418233,-15.467296,12.057393,0.85712545,2.3381546,3.9003655,5.3859645
-119.19484,0.99501685,0.017138713,8,255,0,122.91267,0.98854615,0.11959176,7.1150528,-15.571771,16.229696,-15.41401,13.385269,0.84131386,2.3366998,3.942613,5.4324383
-119.84387,0.99960657,0.017138713,8,511,0,125.53822,1.0349698,-0.19795608,8.9770767,-17.30322,16.606835,-15.922317,12.816461,0.76279731,2.3497024,3.8785971,5.4099759
